sub_mode,algo_mode,multi,div,classifier,p,r,f1,acc,baseline,date,tags,feats,feat_types,difficulties,size
pandas,categ,0,DivAll,SVM,0.39,0.39,0.39,0.39,0.23,2017/02/16 16:51:13,brute force:data structures:dp:graphs:greedy:implementation:math,int:double:float:char:vector:ll:point:arrays:operations:plus:minus:times:divide:modulus:single_loop:double_loop:triple_loop:if_loop:ifs:problem_id:id,count_vars:operations:constructs
pandas,categ,0,DivAll,RFT,0.47,0.47,0.47,0.47,0.23,2017/02/16 16:52:01,brute force:data structures:dp:graphs:greedy:implementation:math,id:problem_id:single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,0,DivAll,RFT,0.26,0.26,0.26,0.26,0.23,2017/02/16 16:52:27,brute force:data structures:dp:graphs:greedy:implementation:math,lines:problem_id:id,lines
pandas,categ,0,DivAll,RFT,0.33,0.33,0.33,0.33,0.23,2017/02/16 16:52:54,brute force:data structures:dp:graphs:greedy:implementation:math,int:double:float:char:vector:ll:point:arrays:problem_id:id,count_vars
pandas,categ,0,DivAll,RFT,0.39,0.39,0.39,0.39,0.23,2017/02/16 16:53:30,brute force:data structures:dp:graphs:greedy:implementation:math,int:double:float:char:vector:ll:point:arrays:operations:plus:minus:times:divide:modulus:problem_id:id,count_vars:operations
pandas,categ,0,DivAll,RFT,0.42,0.42,0.42,0.42,0.23,2017/02/16 16:54:10,brute force:data structures:dp:graphs:greedy:implementation:math,int:double:float:char:vector:ll:point:arrays:operations:plus:minus:times:divide:modulus:single_loop:double_loop:triple_loop:if_loop:ifs:problem_id:id,count_vars:operations:constructs
pandas,categ,0,DivAll,ADA,0.45,0.45,0.45,0.45,0.23,2017/02/16 16:54:48,brute force:data structures:dp:graphs:greedy:implementation:math,id:problem_id:single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,0,DivAll,ADA,0.27,0.27,0.27,0.27,0.23,2017/02/16 16:55:11,brute force:data structures:dp:graphs:greedy:implementation:math,lines:problem_id:id,lines
pandas,categ,0,DivAll,ADA,0.36,0.36,0.36,0.36,0.23,2017/02/16 16:55:36,brute force:data structures:dp:graphs:greedy:implementation:math,int:double:float:char:vector:ll:point:arrays:problem_id:id,count_vars
pandas,categ,0,DivAll,ADA,0.41,0.41,0.41,0.41,0.23,2017/02/16 16:56:04,brute force:data structures:dp:graphs:greedy:implementation:math,int:double:float:char:vector:ll:point:arrays:operations:plus:minus:times:divide:modulus:problem_id:id,count_vars:operations
pandas,categ,0,DivAll,ADA,0.43,0.43,0.43,0.43,0.23,2017/02/16 16:56:35,brute force:data structures:dp:graphs:greedy:implementation:math,int:double:float:char:vector:ll:point:arrays:operations:plus:minus:times:divide:modulus:single_loop:double_loop:triple_loop:if_loop:ifs:problem_id:id,count_vars:operations:constructs
pandas,categ,0,DivAll,RFT,0.46,0.46,0.46,0.46,0.23,2017/02/26 14:34:47,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,a:l:l:_:f:e:a:t:s
pandas,categ,0,DivAll,RFT,0.46,0.46,0.46,0.46,0.23,2017/02/26 14:35:38,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,a:l:l:_:f:e:a:t:s
pandas,categ,0,DivAll,ADA,0.44,0.44,0.44,0.44,0.23,2017/02/26 14:36:59,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,a:l:l:_:f:e:a:t:s
pandas,categ,0,DivAll,ADA,0.44,0.44,0.44,0.44,0.23,2017/02/26 14:37:34,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,a:l:l:_:f:e:a:t:s
pandas,categ,0,DivAll,RFT,0.46,0.46,0.46,0.46,0.23,2017/02/26 16:50:30,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats
submiss,categ,1,DivAll,RFT,0.67,0.31,0.42,0.19,0.22,2017/02/26 16:53:57,brute force:data structures:dp:graphs:greedy:implementation:math,,all_feats
submiss,categ,1,DivAll,SVM,0.41,0.69,0.52,0.06,0.22,2017/02/26 16:57:35,brute force:data structures:dp:graphs:greedy:implementation:math,,all_feats
problem,pairs,0,DivAll,SVM,0.78,0.78,0.78,0.78,0.61,2017/02/26 17:10:45,brute force:dp,,all_feats
problem,pairs,0,DivAll,RFT,0.78,0.78,0.78,0.78,0.61,2017/02/26 17:11:20,brute force:dp,,all_feats
pandas,pairs,0,DivAll,RFT,0.73,0.73,0.73,0.73,0.60,2017/02/26 17:23:00,brute force:dp,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats
pandas,algos,0,DivAll,RFT,0.50,0.50,0.50,0.50,0.17,2017/03/12 17:16:09,combinatorics:dfs and similar:flows:games:geometry:matrices:number theory:probabilities:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats
pandas,algos,0,DivAll,RFT,0.51,0.51,0.51,0.51,0.17,2017/03/12 17:17:55,combinatorics:dfs and similar:flows:games:geometry:matrices:number theory:probabilities:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,maths,0,DivAll,RFT,0.56,0.56,0.56,0.56,0.29,2017/03/12 17:24:11,combinatorics:games:geometry:matrices:number theory:probabilities,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,maths,0,DivAll,RFT,0.56,0.56,0.56,0.56,0.29,2017/03/12 17:24:43,combinatorics:games:geometry:matrices:number theory:probabilities,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,maths,0,DivAll,RFT,0.56,0.56,0.56,0.56,0.29,2017/03/12 18:00:21,combinatorics:games:geometry:matrices:number theory:probabilities,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,pairs,0,DivAll,SVM,0.51,0.51,0.51,0.51,0.74,2017/03/12 18:23:07,graphs:math,cyclo,cyclo
pandas,pairs,0,DivAll,SVM,0.85,0.85,0.85,0.85,0.74,2017/03/12 18:23:07,graphs:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,pairs,0,DivAll,SVM,0.85,0.85,0.85,0.85,0.74,2017/03/12 18:23:07,graphs:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,pairs,0,DivAll,SVM,0.70,0.70,0.70,0.70,0.74,2017/03/12 18:23:07,graphs:math,lines,lines
pandas,pairs,0,DivAll,SVM,0.80,0.80,0.80,0.80,0.74,2017/03/12 18:23:08,graphs:math,int:double:float:char:vector:ll:point:arrays,count_vars
pandas,pairs,0,DivAll,SVM,0.84,0.84,0.84,0.84,0.74,2017/03/12 18:23:08,graphs:math,int:double:float:char:vector:ll:point:arrays:operations:plus:minus:times:divide:modulus,count_vars:operations
pandas,pairs,0,DivAll,SVM,0.85,0.85,0.85,0.85,0.74,2017/03/12 18:23:08,graphs:math,int:double:float:char:vector:ll:point:arrays:operations:plus:minus:times:divide:modulus:single_loop:double_loop:triple_loop:if_loop:ifs,count_vars:operations:constructs
pandas,pairs,0,DivAll,RFT,0.73,0.73,0.73,0.73,0.74,2017/03/12 18:23:09,graphs:math,cyclo,cyclo
pandas,pairs,0,DivAll,RFT,0.89,0.89,0.89,0.89,0.74,2017/03/12 18:23:10,graphs:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,pairs,0,DivAll,RFT,0.89,0.89,0.89,0.89,0.74,2017/03/12 18:23:11,graphs:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,pairs,0,DivAll,RFT,0.73,0.73,0.73,0.73,0.74,2017/03/12 18:23:11,graphs:math,lines,lines
pandas,pairs,0,DivAll,RFT,0.81,0.81,0.81,0.81,0.74,2017/03/12 18:23:12,graphs:math,int:double:float:char:vector:ll:point:arrays,count_vars
pandas,pairs,0,DivAll,RFT,0.87,0.87,0.87,0.87,0.74,2017/03/12 18:23:13,graphs:math,int:double:float:char:vector:ll:point:arrays:operations:plus:minus:times:divide:modulus,count_vars:operations
pandas,pairs,0,DivAll,RFT,0.88,0.88,0.88,0.88,0.74,2017/03/12 18:23:14,graphs:math,int:double:float:char:vector:ll:point:arrays:operations:plus:minus:times:divide:modulus:single_loop:double_loop:triple_loop:if_loop:ifs,count_vars:operations:constructs
pandas,pairs,0,DivAll,ADA,0.74,0.74,0.74,0.74,0.74,2017/03/12 18:23:14,graphs:math,cyclo,cyclo
pandas,pairs,0,DivAll,ADA,0.88,0.88,0.88,0.88,0.74,2017/03/12 18:23:15,graphs:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,pairs,0,DivAll,ADA,0.88,0.88,0.88,0.88,0.74,2017/03/12 18:23:16,graphs:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,pairs,0,DivAll,ADA,0.73,0.73,0.73,0.73,0.74,2017/03/12 18:23:17,graphs:math,lines,lines
pandas,pairs,0,DivAll,ADA,0.82,0.82,0.82,0.82,0.74,2017/03/12 18:23:17,graphs:math,int:double:float:char:vector:ll:point:arrays,count_vars
pandas,pairs,0,DivAll,ADA,0.86,0.86,0.86,0.86,0.74,2017/03/12 18:23:18,graphs:math,int:double:float:char:vector:ll:point:arrays:operations:plus:minus:times:divide:modulus,count_vars:operations
pandas,pairs,0,DivAll,ADA,0.87,0.87,0.87,0.87,0.74,2017/03/12 18:23:19,graphs:math,int:double:float:char:vector:ll:point:arrays:operations:plus:minus:times:divide:modulus:single_loop:double_loop:triple_loop:if_loop:ifs,count_vars:operations:constructs
pandas,pairs,0,DivAll,SVM,0.507,0.507,0.507,0.507,0.74,2017/03/12 18:31:14,graphs:math,cyclo,cyclo
pandas,pairs,0,DivAll,SVM,0.853,0.853,0.853,0.853,0.74,2017/03/12 18:31:15,graphs:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,pairs,0,DivAll,SVM,0.855,0.855,0.855,0.855,0.74,2017/03/12 18:31:15,graphs:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,pairs,0,DivAll,SVM,0.701,0.701,0.701,0.701,0.74,2017/03/12 18:31:15,graphs:math,lines,lines
pandas,pairs,0,DivAll,SVM,0.803,0.803,0.803,0.803,0.74,2017/03/12 18:31:15,graphs:math,int:double:float:char:vector:ll:point:arrays,count_vars
pandas,pairs,0,DivAll,SVM,0.842,0.842,0.842,0.842,0.74,2017/03/12 18:31:16,graphs:math,int:double:float:char:vector:ll:point:arrays:operations:plus:minus:times:divide:modulus,count_vars:operations
pandas,pairs,0,DivAll,SVM,0.852,0.852,0.852,0.852,0.74,2017/03/12 18:31:16,graphs:math,int:double:float:char:vector:ll:point:arrays:operations:plus:minus:times:divide:modulus:single_loop:double_loop:triple_loop:if_loop:ifs,count_vars:operations:constructs
pandas,pairs,0,DivAll,RFT,0.734,0.734,0.734,0.734,0.74,2017/03/12 18:31:16,graphs:math,cyclo,cyclo
pandas,pairs,0,DivAll,RFT,0.891,0.891,0.891,0.891,0.74,2017/03/12 18:31:17,graphs:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,pairs,0,DivAll,RFT,0.892,0.892,0.892,0.892,0.74,2017/03/12 18:31:19,graphs:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,pairs,0,DivAll,RFT,0.726,0.726,0.726,0.726,0.74,2017/03/12 18:31:19,graphs:math,lines,lines
pandas,pairs,0,DivAll,RFT,0.806,0.806,0.806,0.806,0.74,2017/03/12 18:31:20,graphs:math,int:double:float:char:vector:ll:point:arrays,count_vars
pandas,pairs,0,DivAll,RFT,0.871,0.871,0.871,0.871,0.74,2017/03/12 18:31:21,graphs:math,int:double:float:char:vector:ll:point:arrays:operations:plus:minus:times:divide:modulus,count_vars:operations
pandas,pairs,0,DivAll,RFT,0.882,0.882,0.882,0.882,0.74,2017/03/12 18:31:21,graphs:math,int:double:float:char:vector:ll:point:arrays:operations:plus:minus:times:divide:modulus:single_loop:double_loop:triple_loop:if_loop:ifs,count_vars:operations:constructs
pandas,pairs,0,DivAll,ADA,0.736,0.736,0.736,0.736,0.74,2017/03/12 18:31:22,graphs:math,cyclo,cyclo
pandas,pairs,0,DivAll,ADA,0.875,0.875,0.875,0.875,0.74,2017/03/12 18:31:23,graphs:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,pairs,0,DivAll,ADA,0.875,0.875,0.875,0.875,0.74,2017/03/12 18:31:24,graphs:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,pairs,0,DivAll,ADA,0.732,0.732,0.732,0.732,0.74,2017/03/12 18:31:24,graphs:math,lines,lines
pandas,pairs,0,DivAll,ADA,0.822,0.822,0.822,0.822,0.74,2017/03/12 18:31:25,graphs:math,int:double:float:char:vector:ll:point:arrays,count_vars
pandas,pairs,0,DivAll,ADA,0.862,0.862,0.862,0.862,0.74,2017/03/12 18:31:26,graphs:math,int:double:float:char:vector:ll:point:arrays:operations:plus:minus:times:divide:modulus,count_vars:operations
pandas,pairs,0,DivAll,ADA,0.871,0.871,0.871,0.871,0.74,2017/03/12 18:31:26,graphs:math,int:double:float:char:vector:ll:point:arrays:operations:plus:minus:times:divide:modulus:single_loop:double_loop:triple_loop:if_loop:ifs,count_vars:operations:constructs
pandas,categ,0,DivAll,RFT,0.27,0.27,0.27,0.27,0.30,2017/03/14 20:44:51,brute force:data structures:dp:graphs:greedy:implementation:math,lines,lines
pandas,categ,0,DivAll,RFT,0.23,0.23,0.23,0.23,0.23,2017/03/14 20:45:33,brute force:data structures:dp:graphs:greedy:implementation:math,lines,lines
pandas,categ,0,DivAll,RFT,0.37,0.37,0.37,0.37,0.23,2017/03/14 20:46:22,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,0,DivAll,RFT,0.46,0.46,0.46,0.46,0.30,2017/03/14 20:47:09,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,0,DivAll,RFT,0.46,0.46,0.46,0.46,0.23,2017/03/14 20:50:41,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,0,DivAll,RFT,0.51,0.51,0.51,0.51,0.26,2017/03/14 20:55:34,brute force:data structures:dp:graphs:greedy:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,0,DivAll,RFT,0.47,0.47,0.47,0.47,0.31,2017/03/14 20:56:17,brute force:data structures:dp:graphs:greedy:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,0,DivAll,RFT,0.47,0.47,0.47,0.47,0.23,2017/03/15 20:39:17,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,0,DivAll,RFT,0.47,0.47,0.47,0.47,0.23,2017/03/15 20:41:17,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,0,DivAll,RFT,0.49,0.49,0.49,0.49,0.24,2017/03/15 20:42:32,data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,0,DivAll,RFT,0.47,0.47,0.47,0.47,0.23,2017/03/15 20:43:50,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,0,DivAll,RFT,0.47,0.47,0.47,0.47,0.23,2017/03/15 20:45:40,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,0,Div1,RFT,0.49,0.49,0.49,0.49,0.23,2017/03/15 21:08:50,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,0,Div2,RFT,0.43,0.43,0.43,0.43,0.24,2017/03/15 21:09:30,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,0,DivAll,ADA,0.46,0.46,0.46,0.46,0.23,2017/03/15 21:14:11,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,0,DivAll,RFT,0.46,0.46,0.46,0.46,0.23,2017/03/15 21:44:32,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:string:ll:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,0,DivAll,RFT,0.46,0.46,0.46,0.46,0.23,2017/03/15 21:45:45,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:and:int:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,0,DivAll,RFT,0.45,0.45,0.45,0.45,0.23,2017/03/15 21:46:57,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:and:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines,all_feats
pandas,categ,0,DivAll,RFT,0.45,0.45,0.45,0.45,0.23,2017/03/15 21:50:31,brute force:data structures:dp:graphs:greedy:implementation:math,double_loop:triple_loop:if_loop:recursion:shift:and:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines,all_feats
pandas,categ,0,DivAll,RFT,0.44,0.44,0.44,0.44,0.23,2017/03/15 21:51:46,brute force:data structures:dp:graphs:greedy:implementation:math,double_loop:triple_loop:recursion:shift:and:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines,all_feats
pandas,categ,1,DivAll,RFT,0.67,0.34,0.45,0.19,0.22,2017/03/17 10:40:14,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,SVM,0.41,0.68,0.51,0.06,0.22,2017/03/17 10:50:43,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,RFT,0.66,0.34,0.45,0.20,0.22,2017/03/17 10:51:46,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,ADA,0.64,0.34,0.44,0.19,0.22,2017/03/17 10:54:04,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,RFT,0.68,0.30,0.42,0.18,0.22,2017/03/17 21:07:09,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,RFT,0.68,0.32,0.43,0.19,0.22,2017/03/17 21:09:17,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,RFT,0.62,0.39,0.48,0.19,0.22,2017/03/17 21:11:32,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,RFT,0.61,0.39,0.47,0.19,0.22,2017/03/17 21:12:57,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,RFT,0.61,0.39,0.48,0.19,0.22,2017/03/17 21:15:16,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,RFT,0.67,0.30,0.41,0.17,0.22,2017/03/17 21:20:12,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,pairs,0,DivAll,RFT,0.89,0.89,0.89,0.89,0.74,2017/03/17 21:22:06,graphs:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,RFT,0.64,0.39,0.48,0.25,0.36,2017/03/17 21:27:29,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas-no-outliers,categ,0,DivAll,RFT,0.46,0.46,0.46,0.46,0.26,2017/03/17 23:09:32,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
